id,language,domain,template_html,title,source,license_redistribution_note
216,en,Education,workflow/0-html_template/data_en/216.html,OVCA FORM 113: EXCUSE FOR SCHOOL ABSENCE,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
217,en,Education,workflow/0-html_template/data_en/217.html,Math Recommendation Form for Grades 6-12,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
218,en,Education,workflow/0-html_template/data_en/218.html,University of Utah Letter of Recommendation Permission to Release Education Record Information,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
219,en,Business,workflow/0-html_template/data_en/219.html,Office Lease,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
220,en,Workplace / HR,workflow/0-html_template/data_en/220.html,Application of using laser effect On Stage,Hong Kong Leisure and Cultural Services Department: https://www2.lcsd.gov.hk/en/tech/common/pdf/en/Application%20-%2009%20-%20Laser%20on%20stage%20-%20E.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
221,en,Workplace / HR,workflow/0-html_template/data_en/221.html,Application of Using Temporary Electrical Appliance On Stage,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/tech/common/pdf/en/Application%20-%2008%20-%20Temporary%20electrical%20applicance%20on%20stage%20-%20E.pdf?formcatid=2150&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
222,en,Gov. & Public Svc.,workflow/0-html_template/data_en/222.html,Application of Intention to Use of Modified Firearms or Blank Ammunition On Stage,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/tech/common/pdf/en/Application%20-%2007%20-%20Discharge%20of%20Pyrotechnics%20-%20E.pdf?formcatid=2149&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
223,en,Gov. & Public Svc.,workflow/0-html_template/data_en/223.html,Sha Tin Town Hall Minor Facilities Booking Application,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/stth/common/forms/Application_form_STTH_minor_en.pdf?formcatid=2139&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
224,en,Gov. & Public Svc.,workflow/0-html_template/data_en/224.html,HONG KONG PUBLIC LIBRARIES DONATION RECORD,Hong Kong Public Libraries: https://www.hkpl.gov.hk/en/common/attachments/about-us/forms/Donation_Record_Eng_Sep.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
225,en,Gov. & Public Svc.,workflow/0-html_template/data_en/225.html,Ko Shan Theatre Minor Facilities Booking Application,Hong Kong SAR Government: https://www.gov.hk/,Source-site terms apply. Original source document is not redistributed by NEST.
226,en,Workplace / HR,workflow/0-html_template/data_en/226.html,Declaration,Hong Kong SAR Government: https://www.gov.hk/,Source-site terms apply. Original source document is not redistributed by NEST.
227,en,Business,workflow/0-html_template/data_en/227.html,"Report Form Unsolicited Electronic Messages Ordinance (Cap. 593 (""UEMO"")",Hong Kong Office of the Communications Authority: https://www.ofca.gov.hk/filemanager/ofca/en/content_223/uemo_report_form_en.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
228,en,Gov. & Public Svc.,workflow/0-html_template/data_en/228.html,Application of Intention to Exhibit Animal(s) / Bird(s) On Stage,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/tech/common/pdf/en/Application%20-%2005%20-%20Use%20of%20Animal%20-%20E.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
229,en,Business,workflow/0-html_template/data_en/229.html,Order Form for Digital Copying Service,Hong Kong Water Supplies Department: https://www.wsd.gov.hk/filemanager/en/share/pdf/fishing_licence.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
230,en,Education,workflow/0-html_template/data_en/230.html,Notification of Change of Institution or Course Data,Hong Kong Working Family and Student Financial Assistance Agency: https://www.wfsfaa.gov.hk/sfo/pdf/common/Form/tsfs/TSF-C-18B-E.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
231,en,Education,workflow/0-html_template/data_en/231.html,Submission of Time Schedule for Recognised Mandatory Safety Training (MST) Course,Hong Kong Labour Department: https://www.labour.gov.hk/eng/osh/Submission%20of%20Time%20Schedule%20for%20Recognised%20Mandatory%20Safety%20Training%20(MST)%20Course.pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
232,en,Workplace / HR,workflow/0-html_template/data_en/232.html,Youth Employment Start Membership Application Form,Hong Kong Labour Department: https://www.e-start.gov.hk/Docs/PreRegForm?lang=en,Source-site terms apply. Original source document is not redistributed by NEST.
233,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/233.html,Application for Issue / Renewal* of Permit for Import of Scheduled Chemicals,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/hcc1.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
234,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/234.html,Application for Issue of Duplicate Permit,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/hcc12.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
235,en,Workplace / HR,workflow/0-html_template/data_en/235.html,Application to Use LCSD Amphitheatres or Performance Venues,Hong Kong Leisure and Cultural Services Department: https://lcsd.wh.cis.gov.hk/en/forms/lcs837a_e.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
236,en,Workplace / HR,workflow/0-html_template/data_en/236.html,Application Form for Resource Centre’s Audiovisual Materials Viewing Card,Hong Kong Film Archive: https://www.filmarchive.gov.hk/documents/Facilities/viewingcard/LCS726.pdf?formcatid=18&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
237,en,Gov. & Public Svc.,workflow/0-html_template/data_en/237.html,Application to Use an LCSD Sports Ground,Hong Kong Leisure and Cultural Services Department: https://www.lcsd.gov.hk/en/forms/lcs187_e.pdf?formcatid=2096&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
238,en,Gov. & Public Svc.,workflow/0-html_template/data_en/238.html,Application for Approval of a Cartridge-Operated Fixing Tool,Hong Kong Labour Department: https://www.labour.gov.hk/common/osh/pdf/AF_COFT_en.pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
239,en,Workplace / HR,workflow/0-html_template/data_en/239.html,Maternity Leave Pay Scheme Application,Hong Kong Labour Department: https://www.rmlps.gov.hk/api/download?filename=AFFSE,Source-site terms apply. Original source document is not redistributed by NEST.
240,en,Workplace / HR,workflow/0-html_template/data_en/240.html,Reimbursement of Maternity Leave Pay Scheme Employer Application Form,Hong Kong Labour Department: https://www.rmlps.gov.hk/api/download?filename=AFFSE,Source-site terms apply. Original source document is not redistributed by NEST.
241,en,Workplace / HR,workflow/0-html_template/data_en/241.html,Reimbursement of Maternity Leave Pay Scheme Employer Application Form,Hong Kong Labour Department: https://www.rmlps.gov.hk/api/download?filename=AFFSE,Source-site terms apply. Original source document is not redistributed by NEST.
242,en,Finance,workflow/0-html_template/data_en/242.html,Deceased Employee's Long Service Payment Beneficiary Application,Hong Kong Labour Department: https://www.offsettingsubsidy.gov.hk/en/pdf/EE_application_form_beneficiary_eng.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
243,en,Workplace / HR,workflow/0-html_template/data_en/243.html,Deceased Employee's Long Service Payment Beneficiary Application,Hong Kong Labour Department: https://www.offsettingsubsidy.gov.hk/en/pdf/EE_application_form_beneficiary_eng.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
244,en,Workplace / HR,workflow/0-html_template/data_en/244.html,Request Form for Review/Appeal,Hong Kong Labour Department: https://www.offsettingsubsidy.gov.hk/en/pdf/EE_review_appeal_form_eng.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
245,en,Gov. & Public Svc.,workflow/0-html_template/data_en/245.html,Certificate of Fitness for a Pressure Vessel,Hong Kong Labour Department: https://www.labour.gov.hk/eng/form/bpvd/EF1402E.pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
246,en (bilingual en/zh),Workplace / HR,workflow/0-html_template/data_en/246.html,YETP On-the-job Training Vacancy Registration Form,Hong Kong Labour Department: https://www.yes.labour.gov.hk/Download/Employer/emp_ojt_download_vacancyorderform_en.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
247,en (bilingual en/zh),Workplace / HR,workflow/0-html_template/data_en/247.html,YETP 2025/26 Provision of Workplace Attachment Places Form,Hong Kong Labour Department: https://www.yes.labour.gov.hk/Download/Employer/emp_wpa_download_form_en.pdf?formcatid=3168&formcatlang=en&formcatformat=pdf,Source-site terms apply. Original source document is not redistributed by NEST.
248,en,Workplace / HR,workflow/0-html_template/data_en/248.html,Employer Notice of Employee Death or Accident,Hong Kong Labour Department: https://www.labour.gov.hk/eng/form/ecd/pdf/f2.pdf,Redistribution requires prior written authorization from the Hong Kong Labour Department. Original source document is not redistributed by NEST.
249,en,Workplace / HR,workflow/0-html_template/data_en/249.html,GBA Youth Employment Scheme 2026 Form,Hong Kong Labour Department: https://www2.jobs.gov.hk/0/doc/information/en/gbayes/gbayes_guidelines_en.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
250,en,Workplace / HR,workflow/0-html_template/data_en/250.html,GBA-05 Notice of Employment Termination,Hong Kong Labour Department: https://www2.jobs.gov.hk/0/doc/information/en/gbayes/gbayes_guidelines_en.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
251,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/251.html,Application for Issue or Renewal of Export Permit,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/form_mco2.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
252,en,Business,workflow/0-html_template/data_en/252.html,Fresh Water Cooling Towers Operational Information Summary,Hong Kong Electrical and Mechanical Services Department: https://www.emsd.gov.hk/filemanager/en/content_1058/EMSD_EE_CT3_en_09-2024.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
253,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/253.html,Application for Approval to Use Oil Dispersants and Similar Substances,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/epd115a.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
254,en (bilingual en/zh),Healthcare,workflow/0-html_template/data_en/254.html,Application for Authorisation of On-site Clinical Waste Collection Point,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/EPD123A3.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
255,en,Gov. & Public Svc.,workflow/0-html_template/data_en/255.html,Application for a new / renewal of *Chemical Waste Disposal Licence,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/english/application_for_licences/applic_froms/files/epd127.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
256,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/256.html,Discrepancy List for Short-Term Registration,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/glass/registration/forms/RA4a_Discrepancy_list_Ordinary_Registration.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
257,en (bilingual en/zh),Business,workflow/0-html_template/data_en/257.html,Application for Exemption from Submission of Audit Report,Hong Kong Environmental Protection Department: https://www.epd.gov.hk/epd/sites/default/files/epd/glass/registration/forms/RA5_Application_for_Exemption_from_Submission_of_Audit_Report.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
258,en (bilingual en/zh),Business,workflow/0-html_template/data_en/258.html,Application for Endorsement of Removal Service Plan,Hong Kong Environmental Protection Department: https://weee.gov.hk/wp-content/uploads/REE5_fillable.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
259,en (bilingual en/zh),Business,workflow/0-html_template/data_en/259.html,Dealer Application for Endorsement of Removal Service Plan - Continuation,Hong Kong Environmental Protection Department: https://weee.gov.hk/wp-content/uploads/REE5_fillable.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
260,en (bilingual en/zh),Gov. & Public Svc.,workflow/0-html_template/data_en/260.html,Dealer Application for Endorsement of Removal Service Plan - Continuation,Hong Kong Environmental Protection Department: https://weee.gov.hk/wp-content/uploads/REE5_fillable.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
261,en,Healthcare,workflow/0-html_template/data_en/261.html,Hospital Registration Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
262,en,Healthcare,workflow/0-html_template/data_en/262.html,Lab Requisition,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
263,en,Healthcare,workflow/0-html_template/data_en/263.html,Vital Signs Sheet,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
264,en,Healthcare,workflow/0-html_template/data_en/264.html,Daily blood glucose record,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
265,en,Healthcare,workflow/0-html_template/data_en/265.html,PATIENT INFORMATION SHEET,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
266,en,Healthcare,workflow/0-html_template/data_en/266.html,Patient Registration Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
267,en,Healthcare,workflow/0-html_template/data_en/267.html,New Patient Registration Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
268,en,Healthcare,workflow/0-html_template/data_en/268.html,Patient Information Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
269,en,Finance,workflow/0-html_template/data_en/269.html,GROUP Patient Registration Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
270,en,Healthcare,workflow/0-html_template/data_en/270.html,"Alabama Department of Public Health, Officeof EMS and Trauma Physician Medication Order Form",Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
271,en,Healthcare,workflow/0-html_template/data_en/271.html,Prescription Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
272,en,Healthcare,workflow/0-html_template/data_en/272.html,Medication List,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
273,en,Healthcare,workflow/0-html_template/data_en/273.html,Medication List,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
274,en,Workplace / HR,workflow/0-html_template/data_en/274.html,Emergency Contact,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
275,en,Healthcare,workflow/0-html_template/data_en/275.html,Emergency Medical Form,Source Websites: Vertex42 (https://www.vertex42.com/); Template.net (https://www.template.net/),Source-site terms apply. Original source document is not redistributed by NEST.
276,en,Business,workflow/0-html_template/data_en/276.html,Notice of Objection – Greenhouse Gas Pollution Pricing Act,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc644/rc644-26e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
277,en,Finance,workflow/0-html_template/data_en/277.html,Non-Resident Tax Discrepancy Notice,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
278,en,Finance,workflow/0-html_template/data_en/278.html,Registered Charities Application to Reduce Disbursement Quota,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/t2094/t2094-23e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
279,en,Finance,workflow/0-html_template/data_en/279.html,Notice of Objection - Income Tax Act,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/t400a/t400a-26e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
280,en,Finance,workflow/0-html_template/data_en/280.html,Notice Of Objection (Excise Tax Act),Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
281,en,Finance,workflow/0-html_template/data_en/281.html,Appeal of a ruling under the Canada Pension Plan and/or Employment Insurance Act,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/cpt100/cpt100-26e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
282,en,Finance,workflow/0-html_template/data_en/282.html,Appeal of an Assessment under the Canada Pension Plan and/or Employment Insurance Act,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/cpt101/cpt101-26e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
283,en,Finance,workflow/0-html_template/data_en/283.html,"First-Time Filer after Incorporation, Amalgamation, or Subsidiary Winding-Up",Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
284,en,Finance,workflow/0-html_template/data_en/284.html,Notice of Objection (QST) for Selected Listed Financial Institutions,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc375/rc375-26e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
285,en,Business,workflow/0-html_template/data_en/285.html,Notice of Objection – Purchaser,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
286,en,Finance,workflow/0-html_template/data_en/286.html,"Notice of Objection (Select Luxury Items Tax Act (""SLITA""))",Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
287,en,Finance,workflow/0-html_template/data_en/287.html,Ontario Computer Animation and Special Effects Tax Credit (2017 and later tax years),Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
288,en,Workplace / HR,workflow/0-html_template/data_en/288.html,Application for a Retirement Compensation Arrangement (RCA) Account Number,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
289,en,Finance,workflow/0-html_template/data_en/289.html,Request for Waiver or Cancellation of Tax on your Excess FHSA Amount,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc729/rc729-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
290,en,Finance,workflow/0-html_template/data_en/290.html,AgriInvest Adjustment Request,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc322/rc322-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
291,en,Finance,workflow/0-html_template/data_en/291.HTML,APPLICATION FOR CREDIT OR CHECK WRITING PNC INC. DBA: SEAPORT MEAT COMPANY,Seaport Meat Company: https://seaportmeat.com/wp-content/uploads/2017/02/seaportmeat-credit-aug2017-ext.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
292,en,Finance,workflow/0-html_template/data_en/292.html,Vanguard Institutional Checkwriting Form,Vanguard: https://workplace.vanguard.com/content/dam/inst/iig-transformation/forms/institutional-checkwriting-form.pdf,Source-site terms apply. Original source document is not redistributed by NEST.
293,en,Finance,workflow/0-html_template/data_en/293.html,Account Owner Information Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
294,en,Business,workflow/0-html_template/data_en/294.html,UTD BUSINESS CARD ORDER FORM FAX FORM TO UTD COPY CENTER – 2263 COPY CENTER - 2265,The University of Texas at Dallas: https://www.utdallas.edu,Source-site terms apply. Original source document is not redistributed by NEST.
295,en,Business,workflow/0-html_template/data_en/295.html,Contractor Agreement,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
296,en,Business,workflow/0-html_template/data_en/296.html,Business Plan,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
297,en,Workplace / HR,workflow/0-html_template/data_en/297.html,Business Plan - Ownership and Management,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
298,en,Business,workflow/0-html_template/data_en/298.html,Security Offer,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
299,en,Finance,workflow/0-html_template/data_en/299.html,Business Information Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
300,en,Business,workflow/0-html_template/data_en/300.html,Sales and Marketing Plan,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
301,en,Education,workflow/0-html_template/data_en/301.html,Student Financial Sponsorship Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
302,en,Education,workflow/0-html_template/data_en/302.html,Student Sponsor Affidavit,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
303,en,Workplace / HR,workflow/0-html_template/data_en/303.html,Applicant Personal Information Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
304,en,Education,workflow/0-html_template/data_en/304.html,Student Information Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
305,en,Workplace / HR,workflow/0-html_template/data_en/305.html,Research Application Contact Information,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
306,en,Education,workflow/0-html_template/data_en/306.html,"Affidavit of Support from Funding Agency (government, organization or institution/school)",SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
307,en,Gov. & Public Svc.,workflow/0-html_template/data_en/307.html,Colorado Department of Labor & Employment Workforce Development Programs AFFIDAVIT OF IMMIGRATION STATUS,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
308,en,Business,workflow/0-html_template/data_en/308.html,PEBB Domestic Partner Enrollment Form,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
309,en,Gov. & Public Svc.,workflow/0-html_template/data_en/309.html,SUGGESTED FORMAT: PARENTAL CONSENT AFFIDAVIT (CONSENT FOR PERSON UNDER THE AGE OF 18 TO TRAVEL TO OR FROM THE REPUBLIC),SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
310,en,Business,workflow/0-html_template/data_en/310.html,Funeral and Memorial Arrangements,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
311,en,Finance,workflow/0-html_template/data_en/311.html,"Affidavit of Financial Support from an Agency (Government, Organization, or Institution/School)",SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
312,en,Business,workflow/0-html_template/data_en/312.html,Site Development Information,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
313,en,Business,workflow/0-html_template/data_en/313.html,Building Area Calculation Worksheet,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
314,en,Business,workflow/0-html_template/data_en/314.html,Burial Arrangements,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
315,en,Workplace / HR,workflow/0-html_template/data_en/315.html,Cremation Arrangements,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
316,en,Workplace / HR,workflow/0-html_template/data_en/316.html,Obituary Planning Worksheet,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
317,en,Business,workflow/0-html_template/data_en/317.html,Supplier Information - REQUIRED,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
318,en,Finance,workflow/0-html_template/data_en/318.html,Church Expense Voucher,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
319,en,Workplace / HR,workflow/0-html_template/data_en/319.html,WORK ACTIVITY QUESTIONNAIRE,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
320,en,Workplace / HR,workflow/0-html_template/data_en/320.html,JOB APPLICATION - CONSTRUCTION,SampleTemplates: https://www.sampletemplates.com/,Source-site terms apply. Original source document is not redistributed by NEST.
321,en,Gov. & Public Svc.,workflow/0-html_template/data_en/321.html,Hague Child Abduction Application,U.S. Department of State: https://eforms.state.gov/Forms/ds3013.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
322,en,Healthcare,workflow/0-html_template/data_en/322.html,Report of Medical Examination by Panel Physician,U.S. Department of State: https://eforms.state.gov/Forms/ds2054.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
323,en,Education,workflow/0-html_template/data_en/323.html,DS-2038 Application for Certificate of International Educational Character,U.S. Department of State: https://eforms.state.gov/Forms/ds2006.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
324,en,Gov. & Public Svc.,workflow/0-html_template/data_en/324.html,SHRIMP EXPORTER'S/IMPORTER'S DECLARATION,U.S. Department of State: https://eforms.state.gov/Forms/ds2031.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
325,en,Finance,workflow/0-html_template/data_en/325.html,Hague Child Abduction Application - Continuation,U.S. Department of State: https://eforms.state.gov/Forms/ds3013.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
326,en,Gov. & Public Svc.,workflow/0-html_template/data_en/326.html,FOREIGN MISSION EMERGENCY AFTER-HOURS CONTACT,U.S. Department of State: https://eforms.state.gov/Forms/ds7675.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
327,en,Finance,workflow/0-html_template/data_en/327.html,FLAG LOAN REQUEST,U.S. Department of State: https://eforms.state.gov/Forms/ds7675.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
328,en,Finance,workflow/0-html_template/data_en/328.html,Formal Complaint of Discrimination,U.S. Department of State: https://eforms.state.gov/Forms/ds3079.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
329,en,Workplace / HR,workflow/0-html_template/data_en/329.html,EEO Complaint Form,U.S. Department of State: https://eforms.state.gov/Forms/ds3079.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
330,en,Gov. & Public Svc.,workflow/0-html_template/data_en/330.html,Questionnaire - Loss of United States Nationality,U.S. Department of State: https://eforms.state.gov/Forms/ds3079.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
331,en,Gov. & Public Svc.,workflow/0-html_template/data_en/331.html,U.S. Department of State APPLICATION FOR OFM WEBSITE ACCOUNT,U.S. Department of State: https://eforms.state.gov/Forms/ds4140.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
